[INFO ] [2022-10-21 22:50:18,850] Register Success Step-01: Click on 'Account' menu
[INFO ] [2022-10-21 22:50:35,615]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-21 22:50:35,619] Verify cost-Step 01: Click To Mobile link and navigate to Mobile Page
[INFO ] [2022-10-21 22:50:38,374] Verify cost-Step 02:Get cost Sony Experia
[INFO ] [2022-10-21 22:50:39,000] Verify cost-Step 03: Click To Sony Experia detail
[INFO ] [2022-10-21 22:50:50,424] Verify cost-Step 04: Get cost Sony Experia in Sony Experia detail
[INFO ] [2022-10-21 22:50:50,584]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-21 22:50:50,587] Verify Discount Coupon-Step 01: Click To Mobile link and navigate to Mobile Page
[INFO ] [2022-10-21 22:50:51,725] Verify Discount Coupon-Step 02: Click Add To Cart Sony Experia
[INFO ] [2022-10-21 22:50:54,147] Verify Discount Coupon-Step 02: Veify Massage 'Sony Xperia was added to your shopping cart.' displayed
[INFO ] [2022-10-21 22:50:54,289]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-21 22:50:54,289] Verify Discount Coupon-Step 03: Input To Discount code Textbox with value 'GURU50'
[INFO ] [2022-10-21 22:50:54,942] Verify Discount Coupon-Step 04: Click Apply link
[INFO ] [2022-10-21 22:50:56,676] Verify Discount Coupon-Step 05: Verify the discout generate
[INFO ] [2022-10-21 22:50:56,816]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-21 22:50:56,821] Verify not Add more 500 Item-Step 01: Input to Qty textbox With value: 501
[INFO ] [2022-10-21 22:50:57,464] Verify not Add more 500 Item-Step 01: Click to Update button
[INFO ] [2022-10-21 22:50:59,254] Verify not Add more 500 Item-Step 01: verify Error message Display with value 'Some of the products cannot be ordered in requested quantity.'
[INFO ] [2022-10-21 22:50:59,398]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-21 22:50:59,398] Verify not Add more 500 Item-Step 01: Click Empty cart link
[INFO ] [2022-10-21 22:51:01,385] Verify not Add more 500 Item-Step 01: Verify cart is empty
[INFO ] [2022-10-21 22:51:01,498]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-21 22:51:01,502] Verify able Compare Two Products-Step 01: Click moblie menu
[INFO ] [2022-10-21 22:51:02,759] Verify able Compare Two Products-Step 02: Click Add to compare with product Sony Experia
[INFO ] [2022-10-21 22:51:04,354] Verify able Compare Two Products-Step 03: Verify Add to compare with product Sony Experia Success
[INFO ] [2022-10-21 22:51:04,781]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-21 22:51:04,781] Verify able Compare Two Products-Step 04: Click Add to compare with product Iphone
[INFO ] [2022-10-21 22:51:06,105] Verify able Compare Two Products-Step 05: Verify Add to compare with product Iphone Success
[INFO ] [2022-10-21 22:51:06,599]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-21 22:51:06,599] Verify able Compare Two Products-Step 06: Click Compare button and open popup
[INFO ] [2022-10-21 22:51:06,879] Verify able Compare Two Products-Step 07: Click moblie menu
[INFO ] [2022-10-21 22:51:08,407]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-21 22:51:08,407] Verify able Compare Two Products-Step 08: Verify Mobile Name Add To Compare Display
[INFO ] [2022-10-21 22:51:08,467]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-21 22:51:08,529]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-21 22:51:08,530] Verify able Compare Two Products-Step 09: Close Popup Windows
[INFO ] [2022-10-21 22:51:08,631] Verify able Compare Two Products-Step 10: Verify popup Window is closed
[INFO ] [2022-10-21 22:51:13,737]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-21 22:51:13,740] Verify Share Wishlist Other People-Step 01: Click To TV link
[INFO ] [2022-10-21 22:51:14,813] Verify Share Wishlist Other People-Step 02:Add LG LCD To Wishlist
[INFO ] [2022-10-21 22:51:16,227] Verify Share Wishlist Other People-Step 03:Verify Message Add To Wishlist Success
[INFO ] [2022-10-21 22:51:16,713]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-21 22:51:16,713] Verify Share Wishlist Other People-Step 04: Click Share Wishlist Button
[INFO ] [2022-10-21 22:51:17,996] Verify Share Wishlist Other People-Step 05: Input Email To Share Wishlist
[INFO ] [2022-10-21 22:51:18,275] Verify Share Wishlist Other People-Step 06: Input Message to Share Wishlist
[INFO ] [2022-10-21 22:51:18,832] Verify Share Wishlist Other People-Step 06: Click Share Wishlist Button in Share Your Wishlist Page
[INFO ] [2022-10-21 22:51:20,172] Verify Share Wishlist Other People-Step 06: Verify Message Share Wishlist Success
[INFO ] [2022-10-21 22:51:20,565]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-21 22:51:20,565] Verify Share Wishlist Other People-Step 06: Verify My Wishlist page have 1 item
[INFO ] [2022-10-21 22:51:20,628]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-21 22:51:20,628] Verify Share Wishlist Other People-Step 06: Verify My Wishlist page have 1 item
[INFO ] [2022-10-21 22:51:20,748]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-21 22:51:20,752] Verify Add Your Rview-Step 01: Click to TV link
[INFO ] [2022-10-21 22:51:21,643] Verify Add Your Rview-Step 02: Click to 'SAMSUNG LCD'
[INFO ] [2022-10-21 22:51:23,525] Verify Add Your Rview-Step 03: Click to 'Add to Review' link
[INFO ] [2022-10-21 22:51:24,788] Verify Add Your Rview-Step 04: Click to 'Submit Review' button
[INFO ] [2022-10-21 22:51:25,324] Verify Add Your Rview-Step 05: Verify message 'This is a required field.' displayed in thoughts field
[INFO ] [2022-10-21 22:51:25,470]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-21 22:51:25,470] Verify Add Your Rview-Step 06: Verify message 'This is a required field.' displayed in review field 
[INFO ] [2022-10-21 22:51:25,612]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-21 22:51:25,612] Verify Add Your Rview-Step 08: Select quality radio button
[INFO ] [2022-10-21 22:51:25,808] Verify Add Your Rview-Step 09: Input to 'Thoughts' textarea
[INFO ] [2022-10-21 22:51:26,076] Verify Add Your Rview-Step 10: Input to 'Your Review' textbox
[INFO ] [2022-10-21 22:51:26,339] Verify Add Your Rview-Step 11: Input to 'Your NickName' textbox
[INFO ] [2022-10-21 22:51:26,624] Verify Add Your Rview-Step 12: Click to 'Submit Review' button
[INFO ] [2022-10-21 22:51:28,360] Verify Add Your Rview-Step 13:Verify mssage'Your review has been accepted for moderation.' displayed
[INFO ] [2022-10-21 22:51:28,693]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-21 22:51:28,696] Verify purchase Product-Step 01: Click Go to Wishlist link
[INFO ] [2022-10-21 22:51:29,660] Verify purchase Product-Step 02: Click Add to cart link 
[INFO ] [2022-10-21 22:51:31,657] Verify purchase Product-Step 03: Select Shipping country dropdown with value: ''
[INFO ] [2022-10-21 22:51:32,127] Verify purchase Product-Step 04: Input state/province textbox
[INFO ] [2022-10-21 22:51:32,390] Verify purchase Product-Step 04: Input zip textbox
[INFO ] [2022-10-21 22:51:32,638] Verify purchase Product-Step 05:Click ESTIMATE link 
[INFO ] [2022-10-21 22:51:34,212] Verify purchase Product-Step 05:Click ESTIMATE link 
[INFO ] [2022-10-21 22:51:36,220] Verify purchase Product-Step 06:Verify flat displayed 
[INFO ] [2022-10-21 22:51:36,220] Verify purchase Product-Step 07:Input Company name textbox 
[INFO ] [2022-10-21 22:51:36,744] Verify purchase Product-Step 08:Input Address textbox 
[INFO ] [2022-10-21 22:51:37,049] Verify purchase Product-Step 09:Input Street Address 2 textbox 
[INFO ] [2022-10-21 22:51:37,319] Verify purchase Product-Step 10:Input City textbox 
[INFO ] [2022-10-21 22:51:37,592] Verify purchase Product-Step 11:Select state/province dropdown 
[INFO ] [2022-10-21 22:51:37,795] Verify purchase Product-Step 12:Input zip textbox 
[INFO ] [2022-10-21 22:51:38,038] Verify purchase Product-Step 13:Select country dropdown 
[INFO ] [2022-10-21 22:51:38,207] Verify purchase Product-Step 14:Input to telephone textbox 
[INFO ] [2022-10-21 22:51:38,447] Verify purchase Product-Step 15:Input fax textbox 
[INFO ] [2022-10-21 22:51:38,709] Verify purchase Product-Step 16:Click continue button in billing
[INFO ] [2022-10-21 22:51:38,911] Verify purchase Product-Step 17:Click continue button in Shipping Method
[INFO ] [2022-10-21 22:51:40,192] Verify purchase Product-Step 18:Select Check/Money Order radio button 
[INFO ] [2022-10-21 22:51:40,779] Verify purchase Product-Step 19:Click continue button in payment
[INFO ] [2022-10-21 22:51:40,981] Verify purchase Product-Step 20:Click Place order button 
[INFO ] [2022-10-21 22:51:41,555] Verify purchase Product-Step 21:Verify Order generated 
